timestamp,equipment_id,temperature_celsius,vibration_hz,pressure_psi
2026-06-01 11:05:36,BLR-003,70.83,12.05,2789.98
2026-06-01 11:05:36,BLR-004,,33.56,2879.81
2026-06-01 11:05:36,BLR-005,90.81,27.79,2875.55
2026-06-01 12:05:36,EXC-001,72.85,28.42,2886.45
2026-06-01 12:05:36,EXC-002,83.69,22.15,2878.34
2026-06-01 12:05:36,EXC-003,93.99,23.22,2752.23
2026-06-01 12:05:36,EXC-004,72.57,10.96,3173.95
2026-06-01 12:05:36,EXC-005,75.36,23.93,2857.88
2026-06-01 12:05:36,BLR-001,,41.9,2632.02
2026-06-01 12:05:36,BLR-002,85.47,10.91,3027.22
2026-06-01 12:05:36,BLR-003,100.15,39.34,3072.57
2026-06-01 12:05:36,BLR-004,79.06,44.07,2629.64
2026-06-01 12:05:36,BLR-005,104.59,29.82,3073.6
2026-06-01 13:05:36,EXC-001,70.51,34.25,3090.51
2026-06-01 13:05:36,EXC-002,91.5,26.98,2531.6
2026-06-01 13:05:36,EXC-003,76.88,13.23,2758.72
2026-06-01 13:05:36,EXC-004,74.53,13.67,3108.21
2026-06-01 13:05:36,EXC-005,84.18,16.49,3067.11
2026-06-01 13:05:36,BLR-001,97.6,37.36,2598.3
2026-06-01 13:05:36,BLR-002,85.11,40.1,3115.27
2026-06-01 13:05:36,BLR-003,90.94,43.61,2960.25
2026-06-01 13:05:36,BLR-004,72.0,18.73,2616.8
2026-06-01 13:05:36,BLR-005,80.74,13.89,3136.52
2026-06-01 14:05:36,EXC-001,81.75,15.7,2871.94
2026-06-01 14:05:36,EXC-002,95.14,32.41,2532.32
2026-06-01 14:05:36,EXC-003,94.79,44.28,2554.88
2026-06-01 14:05:36,EXC-004,98.21,43.67,2611.88
2026-06-01 14:05:36,EXC-005,71.12,33.55,2771.87
2026-06-01 14:05:36,BLR-001,100.13,14.6,3117.78
2026-06-01 14:05:36,BLR-002,70.07,28.13,2656.89
2026-06-01 14:05:36,BLR-003,70.52,36.0,2622.72
2026-06-01 14:05:36,BLR-004,75.74,25.97,3159.99
2026-06-01 14:05:36,BLR-005,95.28,27.39,2519.77
2026-06-01 15:05:36,EXC-001,80.93,15.59,3078.69
2026-06-01 15:05:36,EXC-002,104.26,36.26,3141.56
2026-06-01 15:05:36,EXC-003,93.52,20.04,2705.22
2026-06-01 15:05:36,EXC-004,85.92,17.76,2622.2
2026-06-01 15:05:36,EXC-005,99.27,41.46,3140.4
2026-06-01 15:05:36,BLR-001,82.77,37.29,2618.37
2026-06-01 15:05:36,BLR-002,81.52,26.07,2936.13
2026-06-01 15:05:36,BLR-003,82.17,44.16,3141.5
2026-06-01 15:05:36,BLR-004,71.46,23.97,2638.74
2026-06-01 15:05:36,BLR-005,95.76,32.2,3137.84
2026-06-01 16:05:36,EXC-001,71.12,36.83,3190.58
2026-06-01 16:05:36,EXC-002,72.78,35.76,3013.6
2026-06-01 16:05:36,EXC-003,83.4,44.26,3140.07
2026-06-01 16:05:36,EXC-004,71.85,23.9,2733.71
2026-06-01 16:05:36,EXC-005,99.16,27.24,3159.78
2026-06-01 16:05:36,BLR-001,70.51,35.29,3142.59
2026-06-01 16:05:36,BLR-002,75.81,11.96,3187.16
2026-06-01 16:05:36,BLR-003,70.91,31.14,2528.11
2026-06-01 16:05:36,BLR-004,88.14,32.15,2901.97
2026-06-01 16:05:36,BLR-005,89.27,18.35,2927.64
2026-06-01 17:05:36,EXC-001,95.67,38.7,2502.13
2026-06-01 17:05:36,EXC-002,95.41,25.6,2894.58
2026-06-01 17:05:36,EXC-003,92.61,36.13,2796.77
2026-06-01 17:05:36,EXC-004,93.05,15.43,3167.46
2026-06-01 17:05:36,EXC-005,71.76,28.18,2941.82
2026-06-01 17:05:36,BLR-001,104.63,35.0,2633.19
2026-06-01 17:05:36,BLR-002,79.44,21.32,3193.8
2026-06-01 17:05:36,BLR-003,83.11,31.89,2953.89
2026-06-01 17:05:36,BLR-004,76.55,31.54,2821.93
2026-06-01 17:05:36,BLR-005,93.17,15.29,2859.69
2026-06-01 18:05:36,EXC-001,74.8,36.92,2528.04
2026-06-01 18:05:36,EXC-002,82.41,44.08,3073.71
2026-06-01 18:05:36,EXC-003,81.23,43.47,2997.35
2026-06-01 18:05:36,EXC-004,90.94,41.29,3074.96
2026-06-01 18:05:36,EXC-005,87.37,27.39,2610.76
2026-06-01 18:05:36,BLR-001,94.54,29.53,3033.5
2026-06-01 18:05:36,BLR-002,98.07,43.4,2711.38
2026-06-01 18:05:36,BLR-003,88.31,22.51,5023.691993289027
2026-06-01 18:05:36,BLR-004,91.08,29.08,3105.42
2026-06-01 18:05:36,BLR-005,97.4,43.45,2835.46
2026-06-01 19:05:36,EXC-001,96.27,23.22,2551.12
2026-06-01 19:05:36,EXC-002,77.39,33.84,2927.4
2026-06-01 19:05:36,EXC-003,81.64,11.45,3008.12
2026-06-01 19:05:36,EXC-004,95.22,32.31,2532.97
2026-06-01 19:05:36,EXC-005,100.51,30.23,2579.27
2026-06-01 19:05:36,BLR-001,70.14,22.05,2966.32
2026-06-01 19:05:36,BLR-002,96.59,34.61,3099.85
2026-06-01 19:05:36,BLR-003,99.51,44.96,2695.42
2026-06-01 19:05:36,BLR-004,99.09,44.37,2940.16
2026-06-01 19:05:36,BLR-005,,12.45,3114.76
2026-06-01 20:05:36,EXC-001,87.9,21.72,2548.75
2026-06-01 20:05:36,EXC-002,78.76,22.7,3058.3
2026-06-01 20:05:36,EXC-003,71.8,33.25,3181.15
2026-06-01 20:05:36,EXC-004,,22.66,3177.51
2026-06-01 20:05:36,EXC-005,82.68,34.16,3109.04
2026-06-01 20:05:36,BLR-001,72.75,38.3,2824.05
2026-06-01 20:05:36,BLR-002,83.53,34.46,5286.084035470849
2026-06-01 20:05:36,BLR-003,102.88,35.37,2716.47
2026-06-01 20:05:36,BLR-004,102.37,17.56,2820.96
2026-06-01 20:05:36,BLR-005,103.25,44.01,2643.17
2026-06-01 21:05:36,EXC-001,90.21,28.2,4959.298729214448
2026-06-01 21:05:36,EXC-002,91.08,40.73,2529.35
2026-06-01 21:05:36,EXC-003,,43.65,2845.15
2026-06-01 21:05:36,EXC-004,87.52,44.06,2830.37
2026-06-01 21:05:36,EXC-005,86.59,28.72,2955.33
2026-06-01 21:05:36,BLR-001,79.27,31.49,2956.29
2026-06-01 21:05:36,BLR-002,75.75,12.94,3137.66
2026-06-01 21:05:36,BLR-003,83.63,41.07,2881.52
2026-06-01 21:05:36,BLR-004,100.83,32.18,3132.91
2026-06-01 21:05:36,BLR-005,70.95,41.78,2748.61
2026-06-01 22:05:36,EXC-001,73.09,20.3,3093.11
2026-06-01 22:05:36,EXC-002,84.36,12.96,2849.73
2026-06-01 22:05:36,EXC-003,92.54,30.93,2507.23
2026-06-01 22:05:36,EXC-004,85.22,44.32,3017.7
2026-06-01 22:05:36,EXC-005,104.1,17.4,3167.02
2026-06-01 22:05:36,BLR-001,74.75,43.99,2608.04
2026-06-01 22:05:36,BLR-002,78.28,30.42,2572.45
2026-06-01 22:05:36,BLR-003,80.66,14.84,2806.51
2026-06-01 22:05:36,BLR-004,74.91,30.2,2644.49
2026-06-01 22:05:36,BLR-005,80.24,41.95,2899.63
2026-06-01 23:05:36,EXC-001,,33.21,2893.94
2026-06-01 23:05:36,EXC-002,101.84,26.59,3087.6
2026-06-01 23:05:36,EXC-003,,41.72,2906.54
2026-06-01 23:05:36,EXC-004,81.41,37.33,2902.45
2026-06-01 23:05:36,EXC-005,96.05,15.23,2703.37
2026-06-01 23:05:36,BLR-001,97.04,34.66,2822.21
2026-06-01 23:05:36,BLR-002,78.89,21.34,3095.49
2026-06-01 23:05:36,BLR-003,72.95,34.85,2803.53
2026-06-01 23:05:36,BLR-004,97.32,43.42,2872.68
2026-06-01 23:05:36,BLR-005,81.63,24.84,2930.78
2026-06-02 00:05:36,EXC-001,79.36,11.5,2763.14
2026-06-02 00:05:36,EXC-002,78.86,27.51,2823.86
2026-06-02 00:05:36,EXC-003,103.52,22.47,3026.32
2026-06-02 00:05:36,EXC-004,91.67,41.7,3194.3
2026-06-02 00:05:36,EXC-005,74.6,35.43,2707.82
2026-06-02 00:05:36,BLR-001,83.24,39.73,2742.81
2026-06-02 00:05:36,BLR-002,95.18,35.43,2998.22
2026-06-02 00:05:36,BLR-003,89.57,22.1,2590.2
2026-06-02 00:05:36,BLR-004,80.92,34.27,3113.61
2026-06-02 00:05:36,BLR-005,103.23,14.19,3015.13
2026-06-02 01:05:36,EXC-001,83.66,35.33,2962.07
2026-06-02 01:05:36,EXC-002,78.21,37.46,2630.03
2026-06-02 01:05:36,EXC-003,88.62,12.65,2975.0
2026-06-02 01:05:36,EXC-004,97.23,26.0,2941.91
2026-06-02 01:05:36,EXC-005,78.53,15.49,2872.01
2026-06-02 01:05:36,BLR-001,97.61,27.66,2778.48
2026-06-02 01:05:36,BLR-002,87.53,44.97,3006.77
2026-06-02 01:05:36,BLR-003,95.81,42.15,2616.45
2026-06-02 01:05:36,BLR-004,91.18,39.77,3107.56
2026-06-02 01:05:36,BLR-005,102.72,32.75,2611.22
2026-06-02 02:05:36,EXC-001,93.26,40.59,2972.22
2026-06-02 02:05:36,EXC-002,78.31,23.01,2529.97
2026-06-02 02:05:36,EXC-003,72.58,16.74,3111.1
2026-06-02 02:05:36,EXC-004,101.93,21.87,2773.59
2026-06-02 02:05:36,EXC-005,90.29,28.13,2985.19
2026-06-02 02:05:36,BLR-001,75.74,34.93,2861.18
2026-06-02 02:05:36,BLR-002,96.42,26.73,2766.26
2026-06-02 02:05:36,BLR-003,83.06,15.08,2597.86
2026-06-02 02:05:36,BLR-004,,13.63,3034.42
2026-06-02 02:05:36,BLR-005,96.76,37.84,2957.15
2026-06-02 03:05:36,EXC-001,101.09,16.48,2918.96
2026-06-02 03:05:36,EXC-002,102.81,16.32,3010.71
2026-06-02 03:05:36,EXC-003,97.51,32.91,2698.68
2026-06-02 03:05:36,EXC-004,100.98,21.07,2591.68
2026-06-02 03:05:36,EXC-005,86.1,12.29,2857.78
2026-06-02 03:05:36,BLR-001,72.39,23.45,3086.49
2026-06-02 03:05:36,BLR-002,78.78,41.95,2852.32
2026-06-02 03:05:36,BLR-003,102.23,32.4,2778.69
2026-06-02 03:05:36,BLR-004,80.81,11.06,2500.61
2026-06-02 03:05:36,BLR-005,70.83,23.53,2758.59
2026-06-02 04:05:36,EXC-001,88.79,44.28,2987.11
2026-06-02 04:05:36,EXC-002,70.17,37.45,3028.95
2026-06-02 04:05:36,EXC-003,77.19,23.68,2636.83
2026-06-02 04:05:36,EXC-004,98.44,28.17,2987.07
2026-06-02 04:05:36,EXC-005,78.57,22.12,2504.89
2026-06-02 04:05:36,BLR-001,102.61,38.07,2584.03
2026-06-02 04:05:36,BLR-002,97.58,25.79,4709.1295749899755
2026-06-02 04:05:36,BLR-003,102.18,19.93,3090.79
2026-06-02 04:05:36,BLR-004,93.89,38.33,2560.98
2026-06-02 04:05:36,BLR-005,,29.38,3064.89
2026-06-02 05:05:36,EXC-001,76.23,34.77,2917.97
2026-06-02 05:05:36,EXC-002,81.76,42.92,2941.07
2026-06-02 05:05:36,EXC-003,81.97,38.13,2587.54
2026-06-02 05:05:36,EXC-004,98.11,13.25,2970.63
2026-06-02 05:05:36,EXC-005,80.26,17.75,2521.98
2026-06-02 05:05:36,BLR-001,96.42,30.13,3081.34
2026-06-02 05:05:36,BLR-002,94.1,12.09,5052.696569702453
2026-06-02 05:05:36,BLR-003,94.24,28.01,3178.92
2026-06-02 05:05:36,BLR-004,72.8,12.88,2956.56
2026-06-02 05:05:36,BLR-005,80.58,26.46,2886.21
2026-06-02 06:05:36,EXC-001,92.54,27.48,2615.05
2026-06-02 06:05:36,EXC-002,88.16,18.87,2829.64
2026-06-02 06:05:36,EXC-003,78.18,24.39,2857.57
2026-06-02 06:05:36,EXC-004,100.05,11.55,2636.49
2026-06-02 06:05:36,EXC-005,76.56,35.74,3089.63
2026-06-02 06:05:36,BLR-001,80.26,29.1,2678.0
2026-06-02 06:05:36,BLR-002,95.22,33.41,3016.58
2026-06-02 06:05:36,BLR-003,88.24,36.25,3052.24
2026-06-02 06:05:36,BLR-004,72.7,29.59,2753.08
2026-06-02 06:05:36,BLR-005,,14.78,2551.47
2026-06-02 07:05:36,EXC-001,101.78,39.07,2736.69
2026-06-02 07:05:36,EXC-002,97.58,26.29,2709.34
2026-06-02 07:05:36,EXC-003,76.92,25.93,2743.36
2026-06-02 07:05:36,EXC-004,102.38,33.83,2899.4
2026-06-02 07:05:36,EXC-005,98.54,23.95,2857.5
2026-06-02 07:05:36,BLR-001,103.53,38.6,2590.43
2026-06-02 07:05:36,BLR-002,96.18,21.03,3092.38
2026-06-02 07:05:36,BLR-003,75.09,44.86,2598.45
2026-06-02 07:05:36,BLR-004,96.58,12.29,2581.2
2026-06-02 07:05:36,BLR-005,85.74,27.38,3165.36
2026-06-02 08:05:36,EXC-001,84.61,34.74,3199.27
2026-06-02 08:05:36,EXC-002,94.98,34.5,2948.86
2026-06-02 08:05:36,EXC-003,79.55,42.95,2799.48
2026-06-02 08:05:36,EXC-004,102.7,23.29,2757.07
2026-06-02 08:05:36,EXC-005,100.81,24.22,2879.84
2026-06-02 08:05:36,BLR-001,73.83,14.88,2857.7
2026-06-02 08:05:36,BLR-002,75.69,18.84,3022.42
2026-06-02 08:05:36,BLR-003,78.04,21.56,2872.41
2026-06-02 08:05:36,BLR-004,73.27,43.99,2990.21
2026-06-02 08:05:36,BLR-005,78.25,39.14,2596.72
2026-06-02 09:05:36,EXC-001,73.44,26.43,3182.27
2026-06-02 09:05:36,EXC-002,74.59,17.4,3070.98
2026-06-02 09:05:36,EXC-003,74.57,28.11,3021.66
2026-06-02 09:05:36,EXC-004,96.9,29.52,2780.53
2026-06-02 09:05:36,EXC-005,83.58,12.43,2690.17
2026-06-02 09:05:36,BLR-001,101.69,43.89,2838.09
2026-06-02 09:05:36,BLR-002,73.76,19.05,2794.36
2026-06-02 09:05:36,BLR-003,102.64,41.47,2923.0
2026-06-02 09:05:36,BLR-004,82.05,38.23,2612.67
2026-06-02 09:05:36,BLR-005,99.86,31.76,3174.53
2026-06-02 10:05:36,EXC-001,,25.47,4412.022042846427
2026-06-02 10:05:36,EXC-002,78.04,22.4,2670.61
2026-06-02 10:05:36,EXC-003,89.25,40.15,2926.21
2026-06-02 10:05:36,EXC-004,92.62,13.18,2919.7
2026-06-02 10:05:36,EXC-005,104.22,36.27,2739.16
2026-06-02 10:05:36,BLR-001,104.78,44.03,2656.62
2026-06-02 10:05:36,BLR-002,80.6,33.23,3002.12
2026-06-02 10:05:36,BLR-003,71.8,36.45,3032.15
2026-06-02 10:05:36,BLR-004,73.29,40.09,3071.67
2026-06-02 10:05:36,BLR-005,86.68,21.92,2789.7
2026-06-02 11:05:36,EXC-001,103.4,16.71,3195.75
2026-06-02 11:05:36,EXC-002,78.8,15.85,2566.83
2026-06-02 11:05:36,EXC-003,91.82,18.82,3113.79
2026-06-02 11:05:36,EXC-004,86.28,31.75,5344.091824810279
2026-06-02 11:05:36,EXC-005,88.56,31.57,2546.39
2026-06-02 11:05:36,BLR-001,95.53,20.01,2639.02
2026-06-02 11:05:36,BLR-002,80.65,29.38,2757.18
2026-06-02 11:05:36,BLR-003,93.03,40.4,2689.29
2026-06-02 11:05:36,BLR-004,96.48,42.31,3011.24
2026-06-02 11:05:36,BLR-005,84.7,40.64,2634.07
2026-06-02 12:05:36,EXC-001,77.87,21.74,2787.58
2026-06-02 12:05:36,EXC-002,86.11,19.18,3196.92
2026-06-02 12:05:36,EXC-003,71.72,28.52,2723.02
2026-06-02 12:05:36,EXC-004,87.82,13.32,2780.52
2026-06-02 12:05:36,EXC-005,80.4,20.08,2799.25
2026-06-02 12:05:36,BLR-001,89.71,42.17,2503.09
2026-06-02 12:05:36,BLR-002,99.3,23.93,3068.98
2026-06-02 12:05:36,BLR-003,71.08,18.1,2661.72
2026-06-02 12:05:36,BLR-004,86.57,31.59,2738.06
2026-06-02 12:05:36,BLR-005,98.2,35.08,2530.85
2026-06-02 13:05:36,EXC-001,,33.19,4479.813951429796
2026-06-02 13:05:36,EXC-002,77.88,37.69,4560.255152049536
2026-06-02 13:05:36,EXC-003,90.68,16.06,2723.26
2026-06-02 13:05:36,EXC-004,73.92,36.17,2927.69
2026-06-02 13:05:36,EXC-005,74.49,38.99,2558.99
2026-06-02 13:05:36,BLR-001,78.47,24.9,2836.79
2026-06-02 13:05:36,BLR-002,77.17,22.76,2523.36
2026-06-02 13:05:36,BLR-003,95.21,37.33,2809.69
2026-06-02 13:05:36,BLR-004,77.65,18.87,2995.67
2026-06-02 13:05:36,BLR-005,80.33,10.92,3194.19
2026-06-02 14:05:36,EXC-001,76.71,22.8,2755.63
2026-06-02 14:05:36,EXC-002,84.56,22.2,2764.22
2026-06-02 14:05:36,EXC-003,,39.43,2979.56
2026-06-02 14:05:36,EXC-004,83.14,31.69,2835.79
2026-06-02 14:05:36,EXC-005,99.51,27.66,2702.91
2026-06-02 14:05:36,BLR-001,92.56,35.04,2700.3
2026-06-02 14:05:36,BLR-002,101.03,18.72,2784.54
2026-06-02 14:05:36,BLR-003,80.09,11.74,2972.0
2026-06-02 14:05:36,BLR-004,99.32,27.73,2524.65
2026-06-02 14:05:36,BLR-005,76.24,14.8,2818.1
2026-06-02 15:05:36,EXC-001,74.9,16.27,3132.17
2026-06-02 15:05:36,EXC-002,86.92,23.52,2526.2
2026-06-02 15:05:36,EXC-003,95.9,38.27,3049.66
2026-06-02 15:05:36,EXC-004,,13.13,2709.61
2026-06-02 15:05:36,EXC-005,89.55,34.19,2593.34
2026-06-02 15:05:36,BLR-001,91.5,43.4,2724.36
2026-06-02 15:05:36,BLR-002,97.47,25.27,2677.33
2026-06-02 15:05:36,BLR-003,,21.72,2515.15
2026-06-02 15:05:36,BLR-004,99.99,16.1,2981.12
2026-06-02 15:05:36,BLR-005,90.74,33.2,2779.8
2026-06-02 16:05:36,EXC-001,85.03,18.76,2693.59
2026-06-02 16:05:36,EXC-002,91.59,16.35,2759.79
2026-06-02 16:05:36,EXC-003,88.06,27.1,2771.96
2026-06-02 16:05:36,EXC-004,103.61,28.28,2797.19
2026-06-02 16:05:36,EXC-005,99.31,41.93,2628.86
2026-06-02 16:05:36,BLR-001,80.83,37.36,2741.57
2026-06-02 16:05:36,BLR-002,74.78,23.43,2779.52
2026-06-02 16:05:36,BLR-003,89.53,34.16,2820.89
2026-06-02 16:05:36,BLR-004,71.83,44.91,3188.63
2026-06-02 16:05:36,BLR-005,88.1,40.73,2549.93
2026-06-02 17:05:36,EXC-001,77.99,21.96,2571.88
2026-06-02 17:05:36,EXC-002,76.71,30.22,2925.48
2026-06-02 17:05:36,EXC-003,103.46,41.87,2824.03
2026-06-02 17:05:36,EXC-004,97.79,37.54,2766.27
2026-06-02 17:05:36,EXC-005,73.84,24.95,2883.65
2026-06-02 17:05:36,BLR-001,98.91,40.44,2559.98
2026-06-02 17:05:36,BLR-002,75.12,34.77,2943.85
2026-06-02 17:05:36,BLR-003,92.66,40.06,2596.28
2026-06-02 17:05:36,BLR-004,92.09,10.07,2895.4
2026-06-02 17:05:36,BLR-005,89.82,23.09,3087.88
2026-06-02 18:05:36,EXC-001,100.57,11.35,2727.48
2026-06-02 18:05:36,EXC-002,92.81,35.52,2710.43
2026-06-02 18:05:36,EXC-003,75.28,21.44,4120.007771936586
2026-06-02 18:05:36,EXC-004,99.33,41.96,2511.84
2026-06-02 18:05:36,EXC-005,78.93,37.46,2573.67
2026-06-02 18:05:36,BLR-001,84.91,18.71,2649.32
2026-06-02 18:05:36,BLR-002,95.56,11.09,2612.23
2026-06-02 18:05:36,BLR-003,99.27,37.18,2874.86
2026-06-02 18:05:36,BLR-004,74.61,42.29,2583.0
2026-06-02 18:05:36,BLR-005,90.44,16.52,3034.62
2026-06-02 19:05:36,EXC-001,103.58,11.08,2896.82
2026-06-02 19:05:36,EXC-002,75.5,31.38,2689.53
2026-06-02 19:05:36,EXC-003,102.5,28.52,3038.78
2026-06-02 19:05:36,EXC-004,79.42,36.26,3017.07
2026-06-02 19:05:36,EXC-005,85.52,34.39,2614.08
2026-06-02 19:05:36,BLR-001,102.82,36.73,2867.64
2026-06-02 19:05:36,BLR-002,99.85,11.9,2617.36
2026-06-02 19:05:36,BLR-003,84.64,27.77,3008.97
2026-06-02 19:05:36,BLR-004,71.23,31.51,2984.85
2026-06-02 19:05:36,BLR-005,104.32,14.08,2705.15
2026-06-02 20:05:36,EXC-001,74.66,25.79,3123.04
2026-06-02 20:05:36,EXC-002,,23.19,2876.91
2026-06-02 20:05:36,EXC-003,73.85,19.01,2756.86
2026-06-02 20:05:36,EXC-004,70.45,16.77,3109.53
2026-06-02 20:05:36,EXC-005,94.83,40.46,2692.26
2026-06-02 20:05:36,BLR-001,97.17,27.53,3147.63
2026-06-02 20:05:36,BLR-002,78.91,30.39,3161.56
2026-06-02 20:05:36,BLR-003,89.72,22.58,3043.67
2026-06-02 20:05:36,BLR-004,76.92,22.47,2619.9
2026-06-02 20:05:36,BLR-005,92.9,12.3,2933.76
2026-06-02 21:05:36,EXC-001,93.37,35.15,3092.99
2026-06-02 21:05:36,EXC-002,99.18,39.52,3000.04
2026-06-02 21:05:36,EXC-003,97.35,28.44,2552.46
2026-06-02 21:05:36,EXC-004,86.01,44.33,2988.09
2026-06-02 21:05:36,EXC-005,84.11,40.92,3088.2
2026-06-02 21:05:36,BLR-001,103.2,37.63,3118.49
2026-06-02 21:05:36,BLR-002,79.37,27.76,3197.62
2026-06-02 21:05:36,BLR-003,98.34,24.27,2874.63
2026-06-02 21:05:36,BLR-004,84.9,21.41,2520.31
2026-06-02 21:05:36,BLR-005,92.02,29.29,2912.34
2026-06-02 22:05:36,EXC-001,90.5,20.94,2797.98
2026-06-02 22:05:36,EXC-002,,43.06,2566.51
2026-06-02 22:05:36,EXC-003,,14.53,2862.44
2026-06-02 22:05:36,EXC-004,89.55,24.59,3146.07
2026-06-02 22:05:36,EXC-005,86.41,43.93,2950.63
2026-06-02 22:05:36,BLR-001,73.45,43.1,2863.37
2026-06-02 22:05:36,BLR-002,87.55,25.3,4639.396773646189
2026-06-02 22:05:36,BLR-003,76.25,13.27,2698.93
2026-06-02 22:05:36,BLR-004,103.91,30.26,2924.69
2026-06-02 22:05:36,BLR-005,94.08,32.05,2714.92
2026-06-02 23:05:36,EXC-001,,36.12,3025.95
2026-06-02 23:05:36,EXC-002,94.29,21.44,2935.44
2026-06-02 23:05:36,EXC-003,72.94,18.31,2855.16
2026-06-02 23:05:36,EXC-004,94.14,24.52,2549.03
2026-06-02 23:05:36,EXC-005,99.54,23.52,3020.02
2026-06-02 23:05:36,BLR-001,100.36,23.34,3075.17
2026-06-02 23:05:36,BLR-002,87.76,43.22,2547.61
2026-06-02 23:05:36,BLR-003,77.9,12.7,3107.11
2026-06-02 23:05:36,BLR-004,89.3,11.38,2747.18
2026-06-02 23:05:36,BLR-005,96.28,40.34,2953.49
2026-06-03 00:05:36,EXC-001,81.77,14.36,4960.18785630234
2026-06-03 00:05:36,EXC-002,86.71,25.9,2708.3
2026-06-03 00:05:36,EXC-003,77.39,38.63,3176.97
2026-06-03 00:05:36,EXC-004,80.44,34.55,2649.75
2026-06-03 00:05:36,EXC-005,101.99,10.15,3004.14
2026-06-03 00:05:36,BLR-001,103.52,10.29,2789.78
2026-06-03 00:05:36,BLR-002,,18.18,2601.0
2026-06-03 00:05:36,BLR-003,96.4,38.92,2891.22
2026-06-03 00:05:36,BLR-004,92.03,28.65,2965.71
2026-06-03 00:05:36,BLR-005,87.89,16.88,3119.49
2026-06-03 01:05:36,EXC-001,99.15,15.55,3042.18
2026-06-03 01:05:36,EXC-002,,10.36,3122.32
2026-06-03 01:05:36,EXC-003,88.21,44.42,2746.39
2026-06-03 01:05:36,EXC-004,81.38,14.37,2605.09
2026-06-03 01:05:36,EXC-005,88.84,21.6,3067.1
2026-06-03 01:05:36,BLR-001,81.09,30.29,2754.42
2026-06-03 01:05:36,BLR-002,84.25,31.85,2576.69
2026-06-03 01:05:36,BLR-003,71.66,30.49,3093.19
2026-06-03 01:05:36,BLR-004,90.61,33.7,2577.47
2026-06-03 01:05:36,BLR-005,95.41,39.3,2898.98
2026-06-03 02:05:36,EXC-001,94.39,31.57,2972.4
2026-06-03 02:05:36,EXC-002,79.09,19.49,2735.25
2026-06-03 02:05:36,EXC-003,90.92,37.07,2933.36
2026-06-03 02:05:36,EXC-004,98.47,13.17,2643.74
2026-06-03 02:05:36,EXC-005,97.18,36.65,2981.17
2026-06-03 02:05:36,BLR-001,90.45,31.13,2922.9
2026-06-03 02:05:36,BLR-002,98.92,22.14,2902.81
2026-06-03 02:05:36,BLR-003,94.29,33.42,2986.35
2026-06-03 02:05:36,BLR-004,80.27,18.2,3195.6
2026-06-03 02:05:36,BLR-005,89.66,37.37,2963.46
2026-06-03 03:05:36,EXC-001,72.91,37.97,2565.65
2026-06-03 03:05:36,EXC-002,84.79,44.58,3008.97
2026-06-03 03:05:36,EXC-003,81.1,40.31,2832.79
2026-06-03 03:05:36,EXC-004,89.17,34.61,3091.95
2026-06-03 03:05:36,EXC-005,104.3,37.28,2948.07
2026-06-03 03:05:36,BLR-001,71.06,11.99,2502.79
2026-06-03 03:05:36,BLR-002,85.5,27.47,2980.07
2026-06-03 03:05:36,BLR-003,81.61,24.5,2807.9
2026-06-03 03:05:36,BLR-004,103.04,28.46,2538.39
2026-06-03 03:05:36,BLR-005,81.04,27.7,2884.47
2026-06-03 04:05:36,EXC-001,79.63,40.76,2547.21
2026-06-03 04:05:36,EXC-002,73.05,33.53,3045.73
2026-06-03 04:05:36,EXC-003,,10.89,2605.55
2026-06-03 04:05:36,EXC-004,85.81,15.18,2592.92
2026-06-03 04:05:36,EXC-005,88.62,29.02,2862.57
2026-06-03 04:05:36,BLR-001,91.16,24.52,2514.7
2026-06-03 04:05:36,BLR-002,91.37,44.51,2807.83
2026-06-03 04:05:36,BLR-003,96.68,40.91,2839.47
2026-06-03 04:05:36,BLR-004,73.64,15.35,4533.898646110744
2026-06-03 04:05:36,BLR-005,85.53,16.84,2779.12
2026-06-03 05:05:36,EXC-001,70.92,42.25,2522.92
2026-06-03 05:05:36,EXC-002,76.62,24.15,2969.62
2026-06-03 05:05:36,EXC-003,85.89,24.01,2993.27
2026-06-03 05:05:36,EXC-004,103.86,32.14,3115.25
2026-06-03 05:05:36,EXC-005,102.29,14.42,3005.03
2026-06-03 05:05:36,BLR-001,77.29,28.65,3134.7
2026-06-03 05:05:36,BLR-002,77.96,23.32,2950.62
2026-06-03 05:05:36,BLR-003,,22.62,2558.69
2026-06-03 05:05:36,BLR-004,92.21,20.08,3042.63
2026-06-03 05:05:36,BLR-005,73.98,17.06,2806.56
2026-06-03 06:05:36,EXC-001,96.86,34.14,3031.67
2026-06-03 06:05:36,EXC-002,103.09,11.07,2645.66
2026-06-03 06:05:36,EXC-003,80.7,10.7,2691.83
2026-06-03 06:05:36,EXC-004,89.33,44.05,2775.23
2026-06-03 06:05:36,EXC-005,73.67,32.85,2701.2
2026-06-03 06:05:36,BLR-001,84.27,11.67,2597.72
2026-06-03 06:05:36,BLR-002,89.45,23.72,3067.28
2026-06-03 06:05:36,BLR-003,77.19,13.51,2566.3
2026-06-03 06:05:36,BLR-004,79.26,17.83,2957.77
2026-06-03 06:05:36,BLR-005,83.46,28.57,2713.09
2026-06-03 07:05:36,EXC-001,96.89,22.83,2599.35
2026-06-03 07:05:36,EXC-002,104.16,40.2,3112.33
2026-06-03 07:05:36,EXC-003,93.7,10.93,2812.93
2026-06-03 07:05:36,EXC-004,93.5,35.81,2641.63
